Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
Lillian M. Hudspeth Memorial Hospital,https://www.sonora-hospital.org/patient-financial-services/,https://www.sonora-hospital.org/admin/resources/75-2152933lillian-m-hudspeth-memorial-hospitalstandard-charges.csv,csv,OK,200,url-extension,
Limestone Medical Center,https://groesbeckhospital.com/chargemaster/,https://groesbeckhospital.com/wp-content/uploads/2022/05/741744089_SOUTHLIMESTONEHOSPITALDISTRICT_STANDARDCHARGES2.csv,csv,OK,200,url-extension,
Llano Regional Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Lone Star Behavioral Health,,https://lonestarbehavioralhealth.com/wp-content/uploads/2025/12/452428528_lone-star-behavioral-health_standardcharges.csv,csv,OK,200,cms-hpt.txt@lonestarbehavioralhealth.com,lenient matched 'Lone Star Behavioral Health'
Longview Regional Medical Center,https://www.longviewregional.com,https://www.longviewregional.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/621762420_longview-regional-medical-center_standardcharges.csv,csv,BROKEN,200,url-extension,re-verify failed: HTTP 503
Longview Rehabilitation Hospital,https://www.longviewregional.com/pricing-information,https://www.longviewregional.com/Uploads/Public/Documents/charge-masters/621762420_Longview_standardcharges.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 1 records; no name-verified match (closest unaccepted: Longview Regional Medical Center; tried-verify: none passed gate)
Lubbock Heart & Surgical Hospital,https://lubbockheart.com/,https://apim.services.craneware.com/api-pricing-transparency/api/public/745e003c7b1ed226ff610f4a5e3a9a68/charges/mrf,csv,OK,200,cms-hpt.txt@lubbockheart.com,matched 'Lubbock Heart & Surgical Hospital'
Lyndon B. Johnson Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: lyndonbjohnsonschool.com)
Lynn County Hospital,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: lchdhealthcare.org,lynncountytitle.com)"
Martin County Hospital,,https://app.box.com/shared/static/q35kqg63umu5rwc96sel4hxdjbrhgwkb.csv,csv,OK,200,cms-hpt.txt@martincountyhospital.org,lenient matched 'Martin County Family Clinic'
Matagorda Regional Medical Center,https://www.matagordaregional.org,https://www.matagordaregional.org/documents/746025069_Matagorda-Regional-Medical-Center_standardcharges.zip,zip,OK,200,cms-hpt.txt@www.matagordaregional.org,matched 'Matagorda Regional Medical Center'
McCamey County Hospital District,https://mccameyhospital.org,https://mrf.panaceainc.com/Download.aspx,unknown,OK,200,unknown,
Medical Arts Hospital,,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/741f735f-d6cc-4802-8169-175329ceb889/95-3999999_MedicalArtsHospital_StandardCharges_120723.xlsx,xlsx,OK,200,cms-hpt.txt,"Medical Arts Hospital, Lamesa TX. cms-hpt.txt single record, filename matches. Verified xlsx download."
Medical Behavioral Hospital of Clear Lake,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801360_hca-houston-clear-lake_standardcharges.csv,csv,OK,200,url-extension,
Medical Center Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Medical City Alliance,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
"Medical City Argyle, a Campus of Medical City Denton",https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682213_medical-city-denton_standardcharges.csv,csv,OK,200,url-extension,
Medical City Arlington,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682201_medical-city-arlington_standardcharges.csv,csv,OK,200,url-extension,
Medical City Children's Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Dallas Hospital,https://www.medicalcityhealthcare.com/locations/medical-city-dallas-hospital,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1682198_MEDICAL-CITY-DALLAS_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.medicalcityhealthcare.com,matched 'MEDICAL CITY DALLAS HOSPITAL'
Medical City Decatur,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Denton Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682213_medical-city-denton_standardcharges.csv,csv,OK,200,url-extension,
Medical City Fort Worth Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682202_medical-city-fort-worth_standardcharges.csv,csv,OK,200,url-extension,
Medical City Frisco,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Green Oaks Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1797829_medical-city-green-oaks-hospital-dallas_standardcharges.csv,csv,OK,200,url-extension,
Medical City Las Colinas Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1650582_medical-city-las-colinas_standardcharges.csv,csv,OK,200,url-extension,
Medical City Lewisville,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682210_medical-city-lewisville_standardcharges.csv,csv,OK,200,url-extension,
Medical City McKinney,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682207_medical-city-mckinney_standardcharges.csv,csv,OK,200,url-extension,
Medical City Mental Health and Wellness Center,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Mental Health and Wellness Center - Frisco,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City North Hills,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682205_medical-city-north-hills_standardcharges.csv,csv,OK,200,url-extension,
Medical City Plano,https://www.medicalcityhealthcare.com/locations/medical-city-plano-hospital,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1682203_MEDICAL-CITY-PLANO_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.medicalcityhealthcare.com,matched 'MEDICAL CITY PLANO HOSPITAL'
Medical City Sachse,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Surgical Hospital Alliance,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
Medical City Weatherford Hospital,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/822073410_medical-city-weatherford_standardcharges.csv,csv,OK,200,url-extension,
Medina Regional Hospital,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8108/270492434_medina-county-hospital-district_standardcharges.csv,csv,OK,200,cms-hpt.txt@medinahospital.net,lenient matched 'Medina Regional Hospital'
Memorial Hermann - Texas Medical Center,https://memorialhermann.org/locations/texas-medical-center,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_childrens-memorial-hermann-hospital_standardcharges.csv,csv,OK,200,url-extension,
Memorial Hermann Cypress Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-cypress-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Cypress Hospital'
Memorial Hermann Greater Heights Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-greater-heights-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Greater Heights Hospital'
Memorial Hermann Katy Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-katy-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Katy Hospital'
Memorial Hermann Memorial City Medical Center,https://memorialhermann.org/locations/memorial-city,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_childrens-memorial-hermann-hospital_standardcharges.csv,csv,OK,200,url-extension,
Memorial Hermann Northeast Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-northeast-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Northeast Hospital'
Memorial Hermann Pearland Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-pearland-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Pearland Hospital'
Memorial Hermann Rehabilitation Hospital - Katy,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/263896170_memorial-hermann-katy-rehab_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Rehabilitation Hospital-Katy'
Memorial Hermann Rockets Orthopedic Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-orthopedic-and-spine-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Rockets Orthopedic Hospital'
Memorial Hermann Southeast Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-southeast-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Southeast Hospital'
Memorial Hermann Southwest Hospital,https://memorialhermann.org/locations/southwest,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_childrens-memorial-hermann-hospital_standardcharges.csv,csv,OK,200,url-extension,
Memorial Hermann Sugar Land Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-sugar-land-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann Sugar Land Hospital'
Memorial Hermann Surgical Hospital First Colony,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_tirr-memorial-hermann-_standardcharges.csv,csv,OK,200,page-crawl@memorialhermann.org,found on memorialhermann.org
Memorial Hermann Surgical Hospital Kingwood,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_tirr-memorial-hermann-_standardcharges.csv,csv,OK,200,page-crawl@memorialhermann.org,found on memorialhermann.org
Memorial Hermann The Woodlands Medical Center,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-the-woodlands-medical-center_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Memorial Hermann The Woodlands Medical Center'
Memorial Hospital,,https://www.mskcc.org/hpt/1/131924236_memorial-hospital-for-cancer-and-allied-diseases-nyc_standardcharges.json,json,OK,200,cms-hpt.txt@mskcc.org,matched 'Memorial Sloan Kettering Cancer Center'
Memorial Medical Center,,https://www.mmclc.org/docs/ahmemorialmedicalcenterlibraries/hcl/mrf2q26/270085482_memorial-medical-center-las-cruces_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@mmclc.org,lenient matched 'Memorial Medical Center'
Meridell Achievement Center,https://meridell.com,https://meridell.com/wp-content/uploads/2019/02/Meridell-Achievement-Ctr_32_20190110.xlsx,xlsx,OK,200,cms-hpt.txt@meridell.com,matched 'Meridell Achievement Center'
Meridian Hospital,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: meridianvns.com,meridianlink.com,meridianfurnitureusa.com)"
Mesa Springs,,https://www.mesasprings.com/docs/bhmesaspringslibraries/dec2025/900867032_mesa-springs_standardcharges.csv,csv,OK,200,cms-hpt.txt@mesasprings.com,lenient matched 'Mesa Springs'
Mesquite Rehabilitation Institute,https://msh.ernesthealth.com/price-transparency/,https://ernesthealth.com/pricing/2026/203270256_mesquite-specialty-hospital_standard-charges.json,json,OK,200,cms-hpt.txt@msh.ernesthealth.com,"lenient matched 'Mesquite Specialty Hospital, LP'"
Mesquite Specialty Hospital,https://msh.ernesthealth.com/price-transparency/,https://ernesthealth.com/pricing/2026/203270256_mesquite-specialty-hospital_standard-charges.json,json,OK,200,cms-hpt.txt@msh.ernesthealth.com,"matched 'Mesquite Specialty Hospital, LP'"
Methodist Celina Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Charlton Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Children's Hospital,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Dallas Medical Center,,https://www.methodisthealthsystem.org/sites/default/files/Price%20Transparency/750800661_MethodistDallasMedicalCenter_standardcharges.zip,zip,OK,200,brand:methodisthealthsystem.org,matched 'Methodist Dallas Medical Center'
Methodist Hospital,,https://methodisthospitals.org/wp-content/uploads/2026/04/35-0868133_The_Methodist_Hospitals_Inc_Standardcharges_1.csv,csv,OK,200,cms-hpt.txt@methodisthospitals.org,lenient matched 'Methodist Hospitals Northlake Campus'
Methodist Hospital Atascosa,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/742730328_methodist-hospital-atascosa_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital Hill Country,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital Metropolitan,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital Northeast,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital Stone Oak Rehabilitation Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital Texsan,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Hospital for Surgery,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Mansfield Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist McKinney Hospital,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Midlothian Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Rehabilitation Hospital,,https://www.methodist-rehab.com/docs/irfmethodistrehabilitationhospitallibraries/mar2026/205000978_methodist-rehabilitation-hospital_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@methodist-rehab.com,lenient matched 'Methodist Rehabilitation Hospital'
Methodist Rehabilitation Hospital Texsan,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Richardson Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Richardson Medical Center Campus for Continuing Care,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Southlake Medical Center,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Specialty and Transplant Hospital,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Methodist Stone Oak Hospital,https://sahealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2730328_metropolitan-methodist-hospital_standardcharges.csv,csv,OK,200,url-extension,
Michael E. DeBakey Department of Veterans Affairs Medical Center,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Mid Coast Medical Center - Bellville,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Mid Coast Medical Center - Crockett,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Midland Memorial Hospital,https://www.midlandhealth.org/main/price-transparency,https://www.midlandhealth.org/Uploads/Public/Documents/Price Transparency/751584559_midland-health_standardcharges (9).csv,csv,OK,200,url-extension,
Millwood Hospital,,https://uhsfilecdn.eskycity.net/bh/201021264_millwood_standardcharges.csv,csv,OK,200,cms-hpt.txt@millwoodhospital.com,lenient matched 'Millwood Hospital'
Mission Regional Medical Center,https://www.missionrmc.org/for-patients-visitors/price-transparency/,https://missionrmc.org/wp-content/uploads/2026/04/742206635_MissionRegionalMedicalCenter_standardcharges.JSON,json,OK,200,cms-hpt.txt@www.missionrmc.org,matched 'Mission Regional Medical Center'
Mission Trail Baptist Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Mitchell County Hospital,,https://secure.claraprice.net/price-transparency/UET0995574450/machine-readable/751246488_mitchell-county-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@mitchellcountyhospital.com,lenient matched 'Mitchell County Hospital'
Moore County Hospital,,https://moorecountyhospitaldistrict.pg.quadax.revenuemasters.com/cdm-files/751302152_moore-county-hospital-district_standardcharges.csv,csv,OK,200,cms-hpt.txt@mchd.net,lenient matched 'Moore County Hospital District'
Muenster Memorial Hospital,https://muensterhospital.com/board-archive-1,https://secure.claraprice.net/price-transparency/PVK6945983240/machine-readable/751244289_muenster-memorial-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@muensterhospital.com,matched 'Muenster Memorial Hospital'
Muleshoe Area Medical Center,https://muleshoehospital.com/hospital-charges/,https://secure.claraprice.net/price-transparency/QNWA-1762447523274/machine-readable/752290436_muleshoe-area-medical-center_standardcharges.json,json,OK,200,cms-hpt.txt@muleshoehospital.com,matched 'Muleshoe Area Medical Center'
Nacogdoches Medical Center,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: nacmedicalcenter.com,nacogdoches.org,unitedwaynac.org)"
Nacogdoches Memorial Hospital,,"https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fsecure.claraprice.net%2fprice-transparency%2fMUXR-1741132099318%2fmachine-readable%2f756000602_nacogdoches-memorial-hospital_standardcharges.json&c=E,1,QCFikZbxV7FRDVARBPGPRRUyWFLqp2p5kscCbtmUQBbhpiRqcGUW5nqCKBIhkgo69LvxBvxN9S5Tg-7xeKmyhEfopv1Ee864dNyMQ_DHwH0MNLdG7BKd&typo=1",json,OK,200,cms-hpt.txt@nacmem.org,lenient matched 'Nacogdoches Memorial Hospital'
Navarro Regional Hospital,https://www.navarrohospital.com/pricing-information,https://www.navarrohospital.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/621762428_navarro-regional-hospital_standardcharges.csv,csv,BROKEN,200,cms-hpt.txt@www.navarrohospital.com,re-verify failed: HTTP 503
New Braunfels ER & Hospital,,https://nberhospital.com/wp-content/uploads/2025/10/851919095_nb-hospital-llc_standardcharges-1in.csv,csv,OK,200,cms-hpt.txt@nberhospital.com,lenient matched 'New Braunfels ER & Hospital'
New Braunfels Regional Rehabilitation Hospital,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-New-Braunfels,,,NOT_FOUND,,,cms-hpt.txt had 66 records; no name-verified match (closest unaccepted: PAM Specialty Hospital of New Braunfels; tried-verify: none passed gate)
Nexus Children's Hospital - Houston,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Nexus Neurorecovery Center,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Nexus Specialty Hospital - Shenandoah Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Nexus Specialty Hospital - The Woodlands Campus,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbNHCHHOHOUSTONTX&type=CDMWithoutLabel&fileType=CSV,csv,OK,200,website,Nexus Health Systems price-transparency page. 'Nexus Specialty Hospital - The Woodlands Campus' at 9182 Six Pines Drive is the same facility now listed as 'Nexus Children's Hospital - The Woodlands' (same address). Shared CSV via PARA/para-hcfs. Verified ok=true.
Nocona General Hospital,https://noconageneral.com/hospital/,https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv,csv,OK,200,cms-hpt.txt@noconageneral.com,matched 'Nocona General Hospital'
North Central Baptist Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: northcentralbaptistassociation.org)
North Central Surgical Center Hospital,https://www.northcentralsurgical.com/,https://mrfs.hyvehealthcare.com/USPI/201508140_north-central-surgical-center_standardcharges.json,json,OK,200,url-extension,
North Runnels Hospital District,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
North Texas Medical Center,https://ntmconline.net/your-hospital/pricing-transparency/,https://secure.claraprice.net/price-transparency/5f8e2f5a25/machine-readable/75-2047848_north-texas-medical-center_standardcharges.json,json,OK,200,url-extension,
North Texas State Hospital - Wichita Falls Campus,https://www.hhs.texas.gov/services/mental-health-substance-use/state-hospitals/wichita-falls-state-hospital,https://secure.claraprice.net/price-transparency/5f8e2f5a25/machine-readable/75-2047848_north-texas-medical-center_standardcharges.json,json,OK,200,url-extension,
North Texas State Hospital Main Campus,https://ntmconline.net/your-hospital/pricing-transparency/,https://secure.claraprice.net/price-transparency/5f8e2f5a25/machine-readable/75-2047848_north-texas-medical-center_standardcharges.json,json,OK,200,url-extension,
Northeast Baptist Hospital,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: nebcponca.com,nebaptist.com,necdurham.org)"
Northwest Hills Surgical Hospital,,https://northwesthillssurgical.com/582028767_Northwest_Hills_Surgical_Hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@northwesthillssurgical.com,lenient matched 'Austin Center for Outpatient Surgery LP'
Northwest Surgical Hospital,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: nwsurgicalspecialists.com,northwestsurgicalclinic.com,northwestsurgicalspecialists.com)"
Northwest Texas Healthcare System,https://www.nwths.com/,https://uhsfilecdn.eskycity.net/ac/232238976_northwest-texas-healthcare-system_standardcharges.csv,csv,OK,200,url-extension,
OakBend Medical Center,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbOakBendRichmondTX&type=CDMWithoutLabel&fileType=CSV,csv,OK,200,cms-hpt.txt@oakbendmedcenter.org,matched 'OakBend Medical Center-Wharton Hospital Campu'
